year,state,FIPS,county_name,perc_republican_votes,perc_democratic_votes,total_votes
2000,AL,01089,MADISON,0.5484653806103179,0.42534284050195026,113318
2000,AL,01091,MARENGO,0.48813488759367196,0.5038509575353872,9608
2000,AL,01093,MARION,0.5877849608710446,0.39128955427015993,11756
2000,AL,01095,MARSHALL,0.6103826503269142,0.3708957090285469,27989
2000,AL,01097,MOBILE,0.5593187591684855,0.4196214533614798,139745
2000,AL,01099,MONROE,0.5756898670539604,0.41794212937102,8951
2000,AL,01101,MONTGOMERY,0.4833557414600139,0.5025769345682701,80328
2000,AL,01103,MORGAN,0.6038752606546238,0.37627984349007754,42681
2000,AL,01105,PERRY,0.299291515465699,0.6946604458268533,5787
2000,AL,01107,PICKENS,0.5042154566744731,0.4851288056206089,8540
2000,AL,01109,PIKE,0.5745447647951442,0.4132207890743551,10544
2000,AL,01111,RANDOLPH,0.58921581007702994,0.3907058972092436,7919
2000,AL,01113,RUSSELL,0.41949238578680204,0.5682571912013537,14775
2000,AL,01115,ST. CLAIR,0.7105437941054379,0.2691988376919884,24090
2000,AL,01117,SHELBY,0.7669810713365954,0.2121909605974762,62128
2000,AL,01119,SUMTER,0.26757555847568987,0.7251971090670171,6088
2000,AL,01121,TALLADEGA,0.5424934187261797,0.4425759302188519,25451
2000,AL,01123,TALLAPOOSA,0.6032732418630407,0.3804220759244447,16253
2000,AL,01125,TUSCALOOSA,0.5656419469674285,0.40945536813387895,60114
2000,AL,01127,WALKER,0.525954525954526,0.45321945321945323,25641
2000,AL,01129,WASHINGTON,0.5419957872564508,0.4457609268035808,7596
2000,AL,01131,WILCOX,0.3240343347639485,0.6718689036285603,5126
2000,AL,01133,WINSTON,0.6882378192745224,0.28890319811118265,9318
2000,AR,05001,ARKANSAS,0.5262084118016321,0.4515065913370998,6372
2000,AR,05003,ASHLEY,0.4686253173739572,0.5142062628460887,8271
2000,AR,05005,BAXTER,0.570864256643524,0.38999281781182665,16708
2000,AR,05007,BENTON,0.6494053610707229,0.3220556984677329,53646
2000,AR,05009,BOONE,0.6284561789512284,0.3295196186285295,13635
2000,AR,05011,BRADLEY,0.4506157325961297,0.5332998240764011,3979
2000,AR,05013,CALHOUN,0.5162471395881006,0.4654462242562929,2185
2000,AR,05015,CARROLL,0.5793534932221064,0.3748696558915537,9590
2000,AR,05017,CHICOT,0.35130278526504943,0.633423180592992,4452
2000,AR,05019,CLARK,0.43774634824947833,0.5403431486204499,8626
2000,AR,05021,CLAY,0.3820338983050847,0.5977966101694915,5900
2000,AR,05023,CLEBURNE,0.5613794454785931,0.40364455765651025,10207
2000,AR,05025,CLEVELAND,0.5275070732474064,0.44451430367808864,3181
2000,AR,05027,COLUMBIA,0.5391640700547975,0.430106371548297,9307
2000,AR,05029,CONWAY,0.4900470002764722,0.4832734310201825,7234
2000,AR,05031,CRAIGHEAD,0.48328497038597606,0.4919505505425925,25157
2000,AR,05033,CRAWFORD,0.6129929078014185,0.3567659574468085,17625
2000,AR,05035,CRITTENDEN,0.4425721626114553,0.5458667069669034,13234
2000,AR,05037,CROSS,0.48801287208366856,0.49814963797264683,6215
2000,AR,05039,DALLAS,0.4724812030075188,0.5142857142857142,3325
2000,AR,05041,DESHA,0.35661846496106786,0.617575083426029,4495
2000,AR,05043,DREW,0.46538331644714626,0.5167173252279635,5922
2000,AR,05045,FAULKNER,0.5495276560788609,0.4090224534501643,29216
2000,AR,05047,FRANKLIN,0.53371335504886,0.43550488599348536,6140
2000,AR,05049,FULTON,0.495618305744888,0.4810126582278481,4108
2000,AR,05051,GARLAND,0.5314595797968554,0.4407958814526228,35935
2000,AR,05053,GRANT,0.5463163146515883,0.4215865624480293,6013
2000,AR,05055,GREENE,0.46707785966036525,0.506167894905479,12484
2000,AR,05057,HEMPSTEAD,0.44683770064480727,0.5401289614487584,7289
2000,AR,05059,HOT SPRING,0.45915672525270923,0.503323923139969,10981
2000,AR,05061,HOWARD,0.52164162368244,0.46265978919040146,4459
2000,AR,05063,INDEPENDENCE,0.5300155252716923,0.44385026737967914,11594
2000,AR,05065,IZARD,0.4572734499205087,0.5141096979332274,5032
2000,AR,05067,JACKSON,0.37549407114624506,0.6012845849802372,6072
2000,AR,05069,JEFFERSON,0.3222308003382229,0.6512995845740965,27201
2000,AR,05071,JOHNSON,0.5106828655215752,0.4566401340594889,7161
2000,AR,05073,LAFAYETTE,0.4546260715341413,0.5338456990836535,3383
2000,AR,05075,LAWRENCE,0.4347682119205298,0.5389072847682119,6040
2000,AR,05077,LEE,0.32783305023052656,0.6617325891773841,4121
2000,AR,05079,LINCOLN,0.43034404963338974,0.5518894529046813,3546
2000,AR,05081,LITTLE RIVER,0.4337830134904047,0.5477864335930078,5263
2000,AR,05083,LOGAN,0.5542243083003953,0.4055088932806324,8096
2000,AR,05085,LONOKE,0.5910940199520704,0.38182020843783093,17943
2000,AR,05087,MADISON,0.6018123667377399,0.36513859275053306,5628
2000,AR,05089,MARION,0.5655860349127182,0.371238570241064,6015
2000,AR,05091,MILLER,0.5293561295016369,0.45674790833030193,13745
2000,AR,05093,MISSISSIPPI,0.4130780232003814,0.5646750357540123,12586
2000,AR,05095,MONROE,0.4035833586395384,0.5800182204676587,3293
2000,AR,05097,MONTGOMERY,0.5691361326557903,0.38459481144691093,3739
2000,AR,05099,NEVADA,0.48047084002140183,0.4994649545211343,3738
2000,AR,05101,NEWTON,0.6440030557677616,0.3068500127323657,3927
2000,AR,05103,OUACHITA,0.4558922558922559,0.5256373256373257,10395
2000,AR,05105,PERRY,0.5275767407037684,0.41128025954579484,4007
2000,AR,05107,PHILLIPS,0.33866638032857294,0.6461934929668206,9313
2000,AR,05109,PIKE,0.5729035507428859,0.40392848149080834,3971
2000,AR,05111,POINSETT,0.41299239806496196,0.5669661368348307,7235
2000,AR,05113,POLK,0.6395106353399138,0.3218406784373697,7193
2000,AR,05115,POPE,0.610357181630659,0.36201281076973185,18422
2000,AR,05117,PRAIRIE,0.530938123752495,0.44568006843455943,3507
2000,AR,05119,PULASKI,0.4393673663596826,0.5373139023680505,127151
2000,AR,05121,RANDOLPH,0.4548238897396631,0.5136974646928705,5877
2000,AR,05123,ST. FRANCIS,0.4018361581920904,0.586864406779661,8496
2000,AR,05125,SALINE,0.5747584205489179,0.3920842209255657,32391
2000,AR,05127,SCOTT,0.6026124089424768,0.3627229339361969,3981
2000,AR,05129,SEARCY,0.6431739773287334,0.3028585510103499,4058
2000,AR,05131,SEBASTIAN,0.5847506163002066,0.3873353420154884,40159
2000,AR,05133,SEVIER,0.49173072443512694,0.4880037269974377,4293
2000,AR,05135,SHARP,0.51894470951445415,0.4541117036205445,7126
2000,AR,05137,STONE,0.5397119341563786,0.4203703703703704,4860
2000,AR,05139,UNION,0.5539752706771734,0.4011147414952912,15609
2000,AR,05141,VAN BUREN,0.49899770904925544,0.45847651775486825,6984
2000,AR,05143,WASHINGTON,0.5486115159641657,0.4163508812841291,51459
2000,AR,05145,WHITE,0.5945823927765237,0.3766139954853273,22150
2000,AR,05147,WOODRUFF,0.33874009807619765,0.6408902301018483,2651
2000,AR,05149,YELL,0.49745331069609505,0.4726037968822349,6479
2000,AZ,04001,APACHE,0.3056640625,0.6694592927631579,19456
2000,AZ,04003,COCHISE,0.5469149544237538,0.40191329984055835,33241
2000,AZ,04005,COCONINO,0.4295673018124893,0.4960497028104591,40883
2000,AZ,04007,GILA,0.5163509246729815,0.4341452413170952,17736
2000,AZ,04009,GRAHAM,0.6215852649006622,0.34716473509933776,9664
2000,AZ,04011,GREENLEE,0.5469594594594595,0.41081081081081083,2960
2000,AZ,04012,LA PAZ,0.567254070934642,0.3946018291322775,4483
2000,AZ,04013,MARICOPA,0.5322918180013508,0.42883822650352277,901699
2000,AZ,04015,MOHAVE,0.5524568994812079,0.39577716861874446,44141
2000,AZ,04017,NAVAJO,0.49254384220781805,0.4690022666719688,25147
2000,AZ,04019,PIMA,0.4331073564177444,0.5134473647615074,287640
2000,AZ,04021,PINAL,0.4873334947929281,0.47590215548558973,41290
2000,AZ,04023,SANTA CRUZ,0.3760260879343304,0.5884403463398178,8893
2000,AZ,04025,YAVAPAI,0.5883801371870786,0.3526851146157003,68228
2000,AZ,04027,YUMA,0.548233980175904,0.4207385173809856,28652
2000,CA,06001,ALAMEDA,0.2412913483946142,0.6936355029777318,494336
2000,CA,06003,ALPINE,0.47952218430034127,0.4522184300341297,586
2000,CA,06005,AMADOR,0.5668649767201241,0.38191929643041905,15464
2000,CA,06007,BUTTE,0.544475101826304,0.37431468807109325,83721
2000,CA,06009,CALAVERAS,0.5615066751430388,0.37576817122271666,18876
2000,CA,06011,COLUSA,0.6491949910554562,0.31216457960644006,5590
2000,CA,06013,CONTRA COSTA,0.3705927995847729,0.5880758523427301,381478
2000,CA,06015,DEL NORTE,0.5456956836267182,0.3758138413310827,8294
2000,CA,06017,EL DORADO,0.5828573805034934,0.3634800931573694,72136
2000,CA,06019,FRESNO,0.531355989766115,0.43045260035773314,220835
2000,CA,06021,GLENN,0.665250832281024,0.2867638617839513,8711
2000,CA,06023,HUMBOLDT,0.41483241620810407,0.4439898520688916,55972
2000,CA,06025,IMPERIAL,0.4328022946400802,0.5352662680996648,28937
2000,CA,06027,INYO,0.6030710172744722,0.3393474088291747,7815
2000,CA,06029,KERN,0.6070112117954232,0.3620411611119644,182308
2000,CA,06031,KINGS,0.5779777660137639,0.3896594317981295,28335
2000,CA,06033,LAKE,0.41584205745972563,0.5123093838137578,20919
2000,CA,06035,LASSEN,0.6688078594369923,0.28169280181371625,10586
2000,CA,06037,LOS ANGELES,0.32351769138238484,0.6346594665833567,2695154
2000,CA,06039,MADERA,0.6073663722114089,0.34885461895493336,33395
2000,CA,06041,MARIN,0.2831553733100564,0.6425642483049815,123155
2000,CA,06043,MARIPOSA,0.5854594996284369,0.34877384196185285,8074
2000,CA,06045,MENDOCINO,0.35664051147922116,0.48340598663179307,34410
2000,CA,06047,MERCED,0.5177119282795827,0.4507517156571066,50418
2000,CA,06049,MODOC,0.7229121012904797,0.23009495982468955,4107
2000,CA,06051,MONO,0.5252802562342713,0.40905971173644473,4371
2000,CA,06053,MONTEREY,0.37232630557966206,0.5753058689400514,117534
2000,CA,06055,NAPA,0.3989057304152811,0.5432101152269739,51724
2000,CA,06057,NEVADA,0.5475683986604604,0.37216453590008214,47479
2000,CA,06059,ORANGE,0.5575200457305297,0.4035605955268538,970905
2000,CA,06061,PLACER,0.5928318576558375,0.36035110654589597,117799
2000,CA,06063,PLUMAS,0.6098452071916162,0.3324680319200077,10401
2000,CA,06065,RIVERSIDE,0.5141678507382622,0.4490442824304464,451127
2000,CA,06067,SACRAMENTO,0.4532939404472251,0.49308770710230565,431550
2000,CA,06069,SAN BENITO,0.4167904462004634,0.5425108430871606,16831
2000,CA,06071,SAN BERNARDINO,0.4874926631097863,0.47208684240030074,454893
2000,CA,06073,SAN DIEGO,0.4962644763277747,0.45655171838261527,958634
2000,CA,06075,SAN FRANCISCO,0.16103269061184666,0.7554364481246834,319786
2000,CA,06077,SAN JOAQUIN,0.4889589150855961,0.47701792046113645,167239
2000,CA,06079,SAN LUIS OBISPO,0.5221883437723858,0.40892309387800085,108886
2000,CA,06081,SAN MATEO,0.30954629740284273,0.6428590703896314,259399
2000,CA,06083,SANTA BARBARA,0.4613225444268071,0.47369881399460556,154974
2000,CA,06085,SANTA CLARA,0.344353245312691,0.6065907842861809,548129
2000,CA,06087,SANTA CRUZ,0.2734379326257499,0.6148407937240424,108350
2000,CA,06089,SHASTA,0.6503666746814138,0.3024615292137533,66544
2000,CA,06091,SIERRA,0.6345425013535463,0.292365998917163,1847
2000,CA,06093,SISKIYOU,0.6154700035319642,0.3190372874514355,19819
2000,CA,06095,SOLANO,0.39172581318556193,0.5702053364709455,131735
2000,CA,06097,SONOMA,0.3224724120077561,0.5953879577271758,197006
2000,CA,06099,STANISLAUS,0.5238136075529949,0.44008201641887623,128267
2000,CA,06101,SUTTER,0.6531395874115344,0.31681975606083423,26564
2000,CA,06103,TEHAMA,0.6363287618682267,0.3120264697420159,20854
2000,CA,06105,TRINITY,0.576160082801449,0.3332758323270657,5797
2000,CA,06107,TULARE,0.6019951457391615,0.3674764523814826,89818
2000,CA,06109,TUOLUMNE,0.5551481434652505,0.3944451468790829,23727
2000,CA,06111,VENTURA,0.48170093246359996,0.4713893566142657,282692
2000,CA,06113,YOLO,0.3753011263754151,0.5493033400612019,61436
2000,CA,06115,YUBA,0.6100328641408818,0.3438953308116823,16127
2000,CO,08001,ADAMS,0.4409839409561251,0.5019100248488669,107852
2000,CO,08003,ALAMOSA,0.5048595158155151,0.43382223007598514,5659
2000,CO,08005,ARAPAHOE,0.5147255477988018,0.4349432984805888,189942
2000,CO,08007,ARCHULETA,0.6279949558638083,0.30096679277007143,4758
2000,CO,08009,BACA,0.7300263388937664,0.233099209833187,2278
2000,CO,08011,BENT,0.5583290881304126,0.3988792664289353,1963
2000,CO,08013,BOULDER,0.36435191153510094,0.5012175382808359,139626
2000,CO,08015,CHAFFEE,0.5650459921156373,0.36373193166885676,7610
2000,CO,08017,CHEYENNE,0.7896039603960396,0.17244224422442245,1212
2000,CO,08019,CLEAR CREEK,0.456336311941511,0.44435418359057677,4924
2000,CO,08021,CONEJOS,0.4827022609643149,0.476436938163988,3671
2000,CO,08023,COSTILLA,0.3058252427184466,0.6395631067961165,1648
2000,CO,08025,CROWLEY,0.5916955017301038,0.35363321799307956,1445
2000,CO,08027,CUSTER,0.6873519658929418,0.24017053529133112,2111
2000,CO,08029,DELTA,0.659940091439382,0.25729150244363863,12686
2000,CO,08031,DENVER,0.30867116719688226,0.6185775433961693,198347
2000,CO,08033,DOLORES,0.6534391534391535,0.2583774250440917,1134
2000,CO,08035,DOUGLAS,0.6495447955929254,0.3140156567120905,86225
2000,CO,08037,EAGLE,0.4717540163286805,0.44587832499341584,15188
2000,CO,08039,ELBERT,0.6861126603457892,0.25945343000557725,8965
2000,CO,08041,EL PASO,0.6390511912411523,0.30782986396489287,200757
2000,CO,08043,FREMONT,0.6174638764324863,0.3296586945690085,16056
2000,CO,08045,GARFIELD,0.5322146866230122,0.3558816651075772,17104
2000,CO,08047,GILPIN,0.4081135902636917,0.445841784989858,2465
2000,CO,08049,GRAND,0.5619392413033213,0.3632929324728475,6353
2000,CO,08051,GUNNISON,0.43228302929795465,0.42274737423991154,7236
2000,CO,08053,HINSDALE,0.558303886925795,0.3321554770318021,566
2000,CO,08055,HUERFANO,0.461877756773787,0.47101449275362317,3174
2000,CO,08057,JACKSON,0.7372972972972973,0.18702702702702703,925
2000,CO,08059,JEFFERSON,0.5101596239346726,0.4287637319472931,235491
2000,CO,08061,KIOWA,0.7520661157024794,0.21797520661157024,968
2000,CO,08063,KIT CARSON,0.735106998264893,0.23395026026604973,3458
2000,CO,08065,LAKE,0.4018264840182648,0.4931506849315068,2628
2000,CO,08067,LA PLATA,0.487701317715959,0.38379697413372377,20490
2000,CO,08069,LARIMER,0.5266625610568851,0.38852847634072063,118537
2000,CO,08071,LAS ANIMAS,0.42156219232031505,0.5321627830653102,6094
2000,CO,08073,LINCOLN,0.7412460209185994,0.23192360163710776,2199
2000,CO,08075,LOGAN,0.6831768774703557,0.283596837944664,8096
2000,CO,08077,MESA,0.6345438163513143,0.3029145610530027,51054
2000,CO,08079,MINERAL,0.6049382716049383,0.345679012345679,486
2000,CO,08081,MOFFAT,0.7195053400786959,0.22915495596777216,5337
2000,CO,08083,MONTEZUMA,0.6562233589087809,0.27237851662404094,9384
2000,CO,08085,MONTROSE,0.651846640872318,0.28427717200140695,14215
2000,CO,08087,MORGAN,0.6359190931318071,0.3206268059568793,8998
2000,CO,08089,OTERO,0.5582603938730853,0.40522428884026257,7312
2000,CO,08091,OURAY,0.5727720555306762,0.31571876399462606,2233
2000,CO,08093,PARK,0.5516879219804951,0.359039759939985,6665
2000,CO,08095,PHILLIPS,0.7085585585585585,0.25405405405405407,2220
2000,CO,08097,PITKIN,0.32884615384615384,0.5303846153846153,7800
2000,CO,08099,PROWERS,0.6688770999115826,0.30083996463306806,4524
2000,CO,08101,PUEBLO,0.423145367589812,0.5354984614243874,53946
2000,CO,08103,RIO BLANCO,0.7653239929947461,0.1901926444833625,2855
2000,CO,08105,RIO GRANDE,0.6130049261083744,0.3363546798029557,5075
2000,CO,08107,ROUTT,0.46399667980908904,0.4366051047935256,9638
2000,CO,08109,SAGUACHE,0.4262554369315935,0.4527481217872677,2529
2000,CO,08111,SAN JUAN,0.481651376146789,0.34174311926605505,436
2000,CO,08113,SAN MIGUEL,0.3204301075268817,0.490937019969278,3255
2000,CO,08115,SEDGWICK,0.6730621642363775,0.29470452801227937,1303
2000,CO,08117,SUMMIT,0.4063064691001084,0.4792193711601012,11068
2000,CO,08119,TELLER,0.6577637859246471,0.2792728749873058,9847
2000,CO,08121,WASHINGTON,0.7680981595092025,0.1950920245398773,2445
2000,CO,08123,WELD,0.5796160580096373,0.36311801800405946,64541
2000,CO,08125,YUMA,0.7241854061496099,0.24827902707664065,4358
2000,CT,09001,FAIRFIELD,0.43117402893415685,0.52329126709138,370289
2000,CT,09003,HARTFORD,0.3467988551404412,0.6017232748207076,367556
2000,CT,09005,LITCHFIELD,0.44851038494126266,0.4786690787515171,87338
2000,CT,09007,MIDDLESEX,0.37832706985393827,0.5594384823008278,77433
2000,CT,09009,NEW HAVEN,0.36036165453431407,0.5802655534023846,341099
2000,CT,09011,NEW LONDON,0.37717940025836716,0.55383107185722,109147
2000,CT,09013,TOLLAND,0.3940191387559809,0.5351515151515152,62700
2000,CT,09015,WINDHAM,0.38004685758478723,0.5464367763801379,43963
2000,DC,11001,DISTRICT OF COLUMBIA,0.08951727143946824,0.8515508137933767,201894
2000,DE,10001,KENT,0.49911911621447963,0.47236097581196757,48247
2000,DE,10003,NEW CASTLE,0.36896171271626094,0.5987887039601869,212995
2000,DE,10005,SUSSEX,0.5222743524371295,0.44864000482749256,66287
2000,FL,12001,ALACHUA,0.39804500227460954,0.5524968213789966,85729
2000,FL,12003,BAKER,0.6880058866813834,0.2933529556046112,8154
2000,FL,12005,BAY,0.6570359663293938,0.32055097355667034,58805
2000,FL,12007,BRADFORD,0.6242361351320189,0.3545485991006572,8673
2000,FL,12009,BREVARD,0.5274159206941551,0.44560543968497446,218395
2000,FL,12011,BROWARD,0.30931785660261885,0.6740984416049574,575143
2000,FL,12013,CALHOUN,0.5552763819095478,0.416505604947816,5174
2000,FL,12015,CHARLOTTE,0.5295682850992586,0.4431505620664913,66896
2000,FL,12017,CITRUS,0.5203475159948258,0.44619445512708455,57206
2000,FL,12019,CLAY,0.7277038690216728,0.2551217896186773,57353
2000,FL,12021,COLLIER,0.6559102450033636,0.3246565829734598,92162
2000,FL,12023,COLUMBIA,0.5923924789280312,0.3807542684244651,18508
2000,FL,12027,DESOTO,0.5444543942689011,0.4247153639503646,7817
2000,FL,12029,DIXIE,0.578011144449207,0.39134162023146163,4666
2000,FL,12031,DUVAL,0.574744176907148,0.40759382699254826,264636
2000,FL,12033,ESCAMBIA,0.6259601536245799,0.35099615938550166,116648
2000,FL,12035,FLAGLER,0.46523551326030027,0.5125963630998488,27111
2000,FL,12037,FRANKLIN,0.5284237726098191,0.4405684754521964,4644
2000,FL,12039,GADSDEN,0.3236911794662864,0.6610307598288857,14727
2000,FL,12041,GILCHRIST,0.6116774791473587,0.3540315106580167,5395
2000,FL,12043,GLADES,0.5471025260029718,0.42852897473997026,3365
2000,FL,12045,GULF,0.5777994791666666,0.39013671875,6144
2000,FL,12047,HAMILTON,0.541372351160444,0.43440968718466194,3964
2000,FL,12049,HARDEE,0.6040429969517086,0.3752607091288304,6233
2000,FL,12051,HENDRY,0.5832411844206905,0.3980833026170291,8139
2000,FL,12053,HERNANDO,0.46989374262101535,0.5005289869516552,65219
2000,FL,12055,HIGHLANDS,0.574866994793593,0.40305556345841986,35149
2000,FL,12057,HILLSBOROUGH,0.5016999958367448,0.47060603116890326,360295
2000,FL,12059,HOLMES,0.6776200135226504,0.29438810006761323,7395
2000,FL,12061,INDIAN RIVER,0.5770625932046269,0.39837168997622024,49622
2000,FL,12063,JACKSON,0.5606134969325154,0.42134969325153376,16300
2000,FL,12065,JEFFERSON,0.4390503189227498,0.5388022678951099,5644
2000,FL,12067,LAFAYETTE,0.6666666666666666,0.3149700598802395,2505
2000,FL,12069,LAKE,0.5643768832312015,0.41271399713353873,88611
2000,FL,12071,LEE,0.5756737554033312,0.39896516376771507,184377
2000,FL,12073,LEON,0.3787867033862147,0.5956615336875994,103124
2000,FL,12075,LEVY,0.5389814523734675,0.4242376611128576,12724
2000,FL,12077,LIBERTY,0.5464730290456431,0.4219917012448133,2410
2000,FL,12079,MADISON,0.4930217461863031,0.48912690684842586,6162
2000,FL,12081,MANATEE,0.5257800237704249,0.4461672458061531,110221
2000,FL,12083,MARION,0.535578305295466,0.4338261004701037,102956
2000,FL,12085,MARTIN,0.5477883669553159,0.42926483156757456,62013
2000,FL,12086,MIAMI-DADE,0.4629202381009483,0.5257151262532996,625449
2000,FL,12087,MONROE,0.473772716544725,0.48628156714656595,33896
2000,FL,12089,NASSAU,0.6898233809924306,0.29234650967199327,23780
2000,FL,12091,OKALOOSA,0.7370260328239955,0.23978494623655913,70680
2000,FL,12093,OKEECHOBEE,0.5132446970465848,0.46564498122399267,9853
